RUNNUMBER,PRESSURE_MEAN,D1_MAX,MEAN_A_MEAN,SUM_D1_MAX_MEAN_A_MEAN,GAIN,RUNPERIOD
72181,100.43,299.15,8.702612499999999,307.85261249999996,0.151,RP_2020
72869,100.31,300.15,9.403100000000002,309.5531,0.149,RP_2020
72737,99.93,300.15,10.035825,310.18582499999997,0.145,RP_2020
71536,100.17,299.25,7.1259625,306.3759625,0.147,RP_2020
72042,100.69,299.15,8.935975,308.08597499999996,0.158,RP_2020
71775,100.82,299.25,9.6005125,308.8505125,0.158,RP_2020
72768,99.995,300.15,9.4208125,309.5708125,0.145,RP_2020
72795,99.886,300.15,10.162774999999998,310.312775,0.144,RP_2020
72944,99.821,300.15,9.459575,309.60957499999995,0.143,RP_2020
72185,100.17,299.25,9.651375000000002,308.90137500000003,0.149,RP_2020
72688,100.26,300.15,10.1817875,310.33178749999996,0.145,RP_2020
71842,100.59,299.25,9.207775000000002,308.457775,0.155,RP_2020
71644,101.06,299.25,8.569875,307.819875,0.161,RP_2020
72066,99.554,299.25,9.850125,309.100125,0.143,RP_2020
73122,100.78,300.04999999999995,9.2006375,309.2506374999999,0.154,RP_2020
71589,99.734,299.15,6.688625,305.838625,0.145,RP_2020
71777,100.56,299.25,10.0335125,309.28351250000003,0.155,RP_2020
71701,99.69,299.25,10.41495,309.66495,0.145,RP_2020
71631,100.89,299.25,8.862012499999999,308.1120125,0.159,RP_2020
71483,99.647,299.25,6.8561125,306.1061125,0.141,RP_2020
71951,99.821,299.25,10.065925,309.315925,0.148,RP_2020
72260,101.26,299.25,8.5465625,307.7965625,0.161,RP_2020
72423,100.91,299.15,9.04715,308.19714999999997,0.16,RP_2020
72038,100.93,299.15,8.5726375,307.72263749999996,0.161,RP_2020
72084,100.47,299.25,9.9560375,309.2060375,0.153,RP_2020
72378,100.63,299.25,9.582225,308.832225,0.154,RP_2020
72829,100.47,300.15,9.9893125,310.13931249999996,0.15,RP_2020
72747,99.624,300.15,11.215,311.36499999999995,0.142,RP_2020
71586,99.777,299.25,7.1381125,306.3881125,0.144,RP_2020
72837,100.52,300.15,9.506975,309.656975,0.151,RP_2020
72164,100.45,299.25,9.0509125,308.3009125,0.153,RP_2020
72106,100.34,299.25,8.9558375,308.2058375,0.153,RP_2020
72386,100.1,299.25,8.9847,308.2347,0.149,RP_2020
71791,100.04,299.35,10.0645,309.41450000000003,0.15,RP_2020
72134,101.83,299.25,8.499625000000002,307.749625,0.17,RP_2020
71827,102.26,299.15,9.0296875,308.1796875,0.175,RP_2020
71898,101.78,299.15,8.3319125,307.48191249999996,0.171,RP_2020
71825,102.28,299.15,9.0822875,308.2322875,0.176,RP_2020
72121,102.0,299.15,8.6323875,307.78238749999997,0.172,RP_2020
71431,101.81,299.25,3.8265,303.0765,0.162,RP_2020
72413,101.81,299.15,9.137837499999998,308.28783749999997,0.169,RP_2020
71905,101.78,299.15,8.348712500000001,307.49871249999995,0.171,RP_2020
71826,102.24,299.15,8.9978,308.14779999999996,0.175,RP_2020
72116,101.61,299.15,8.9248625,308.0748625,0.166,RP_2020
71760,101.76,299.15,8.39995,307.54994999999997,0.167,RP_2020
71755,101.66,299.25,8.3464625,307.5964625,0.166,RP_2020
71899,101.76,299.15,8.3619375,307.5119375,0.171,RP_2020
72118,101.81,299.15,8.912999999999998,308.063,0.169,RP_2020
72125,102.02,299.15,8.2818,307.43179999999995,0.173,RP_2020
71906,101.78,299.15,8.366174999999998,307.516175,0.171,RP_2020
71907,101.74,299.15,8.573675,307.72367499999996,0.17,RP_2020
71429,101.65,299.25,3.8462125,303.0962125,0.161,RP_2020
72126,101.87,299.15,8.256337499999999,307.40633749999995,0.171,RP_2020
72130,101.89,299.15,8.608925,307.758925,0.171,RP_2020
71464,102.09,299.04999999999995,6.177325,305.22732499999995,0.168,RP_2020
72142,101.74,299.15,8.8099625,307.95996249999996,0.169,RP_2020
71462,102.28,299.04999999999995,3.88765,302.93764999999996,0.168,RP_2020
72127,101.78,299.15,8.8800375,308.0300375,0.169,RP_2020
72280,101.72,299.15,8.668475,307.818475,0.166,RP_2020
73260,101.65,300.15,8.886487500000001,309.03648749999996,0.164,RP_2020
71883,101.65,299.15,9.550975,308.70097499999997,0.167,RP_2020
72283,101.67,299.15,8.1552,307.30519999999996,0.167,RP_2020
72282,101.72,299.15,9.048025,308.198025,0.167,RP_2020
73263,101.58,300.25,8.928575,309.178575,0.163,RP_2020
71831,101.76,299.15,8.510512499999999,307.6605125,0.167,RP_2020
73261,101.63,300.15,9.909125,310.059125,0.164,RP_2020
72122,102.14,299.15,8.5097875,307.6597875,0.175,RP_2020
72133,101.87,299.25,8.52755,307.77755,0.171,RP_2020
71466,101.79,299.15,6.1960125,305.3460125,0.165,RP_2020
72117,101.74,299.15,8.9051,308.0551,0.168,RP_2020
72284,101.62,299.15,8.191725,307.341725,0.166,RP_2020
72408,101.67,299.15,8.454975,307.60497499999997,0.168,RP_2020
72136,101.83,299.15,9.054225,308.20422499999995,0.171,RP_2020
71897,101.89,299.15,8.3142125,307.4642125,0.172,RP_2020
